date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DNH,Andhra Pradesh,Telangana,Karnataka,Kerala,Tamil Nadu,Pondy,Bihar,Jharkhand,Odisha,West Bengal,Sikkim,Arunachal Pradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura
2019-01-02,119.9,130.3,234.1,85.8,313.9,40.7,30.0,52.5,5.0,78.7,319.5,253.0,428.6,12.8,18.6,164.6,204.2,206.3,72.7,268.3,6.3,82.3,24.8,70.2,108.2,2.0,2.1,21.7,2.7,6.1,1.9,2.2,3.4
2019-01-03,121.9,133.5,240.2,85.5,311.8,39.3,30.1,54.1,4.9,78.8,316.7,253.6,419.6,13.7,18.2,170.1,204.5,212.2,73.6,285.2,6.5,82.0,25.6,67.9,110.2,1.9,2.2,23.4,2.4,6.5,1.8,2.2,3.6
2019-01-04,118.8,128.2,239.8,83.5,320.7,38.1,30.1,53.2,4.8,74.8,301.9,239.3,395.8,12.6,16.7,165.2,201.2,205.3,73.4,270.3,6.4,82.9,26.3,66.3,106.8,1.7,2.2,21.7,2.4,6.3,1.7,2.2,3.5
2019-01-05,121.0,127.5,239.1,79.2,299.0,39.2,30.2,51.5,4.3,69.0,313.2,228.2,411.1,13.0,17.6,167.4,201.7,212.4,75.4,286.8,6.6,77.0,23.0,65.8,107.0,2.0,2.2,22.5,2.7,5.7,1.8,2.3,3.5
2019-01-06,121.4,132.6,240.4,76.6,286.8,39.2,31.0,53.2,4.3,68.1,320.7,227.4,408.6,12.9,18.6,171.2,194.9,217.5,75.4,298.3,7.2,76.4,22.6,62.9,106.4,2.0,2.2,21.7,2.7,6.2,1.9,2.3,3.3
2019-01-07,118.0,132.1,241.9,71.1,294.2,40.1,30.1,53.3,4.0,73.1,319.4,230.3,408.1,12.7,18.3,166.4,191.9,217.4,74.9,294.2,7.0,75.3,23.9,64.0,109.3,1.5,2.2,21.4,2.5,6.1,1.8,2.3,3.3
2019-01-08,107.5,121.4,237.2,69.0,289.4,37.0,29.2,51.2,3.8,74.2,307.9,228.8,398.2,10.9,18.1,160.8,190.8,201.0,68.2,279.2,6.5,76.2,23.3,63.6,102.9,1.6,2.3,20.7,2.6,6.2,1.8,2.1,3.3
2019-01-09,132.5,148.2,197.0,89.2,258.6,35.9,25.3,37.9,3.9,77.2,260.0,162.5,400.9,12.1,18.0,163.0,167.5,173.6,67.9,280.4,7.6,56.4,19.2,86.6,131.7,1.1,2.1,25.8,2.3,6.0,1.7,2.4,4.2
2019-01-10,131.5,157.0,199.9,92.8,284.2,35.3,26.5,31.7,3.9,79.0,268.3,159.6,409.7,12.1,17.8,168.8,173.4,176.0,68.9,290.8,7.9,69.9,21.8,78.8,140.1,1.1,2.1,25.8,2.4,6.2,1.7,2.1,4.3
2019-01-11,130.3,145.3,187.7,79.5,281.4,30.1,23.9,37.3,3.4,80.7,275.0,154.3,405.2,12.1,16.9,167.7,166.7,157.0,67.4,270.5,7.1,76.2,23.3,78.4,149.8,0.8,2.1,27.9,2.4,6.2,1.8,2.1,4.3
2019-01-12,137.9,151.9,189.9,92.6,298.6,34.7,26.4,34.6,4.0,85.2,294.1,161.1,421.8,12.2,17.6,168.1,173.2,163.5,69.9,298.4,8.0,82.3,24.3,82.4,154.7,1.0,2.1,30.1,2.5,6.0,1.8,2.0,4.6
2019-01-13,135.8,141.4,186.9,89.4,310.0,36.7,26.4,32.7,3.8,87.6,301.2,168.6,408.3,12.4,17.6,164.9,176.9,162.4,72.4,314.1,8.4,87.7,24.8,84.3,155.3,1.0,2.1,30.1,2.5,5.9,1.8,2.2,4.8
2019-01-14,139.3,143.8,195.2,82.2,319.5,35.5,26.9,37.6,3.5,89.6,305.6,170.7,406.3,12.4,18.5,163.3,177.0,156.7,69.6,305.9,8.3,88.2,24.8,85.7,143.9,0.9,2.1,31.7,2.5,5.4,1.8,2.1,5.0
2019-01-15,141.1,142.9,185.4,77.8,326.7,34.3,25.6,39.5,3.2,88.0,290.5,170.2,392.1,12.4,17.3,160.7,174.3,138.7,64.2,288.7,7.4,93.7,24.8,82.1,143.4,0.7,2.2,29.2,2.5,5.2,1.7,2.2,4.8
2019-01-16,231.9,180.5,175.3,111.8,399.0,41.0,29.4,41.8,6.0,89.2,299.5,185.1,377.1,11.3,18.9,155.2,161.3,175.2,68.5,301.4,7.6,93.5,22.1,82.6,152.9,0.7,2.2,31.3,2.3,5.6,1.8,2.2,5.8
2019-01-17,253.8,196.4,197.2,115.6,412.5,41.7,29.8,42.3,5.6,83.5,282.0,183.7,368.4,11.3,18.4,161.8,156.5,167.1,70.3,313.9,7.7,98.9,22.3,85.9,167.7,0.8,2.2,33.1,2.5,5.5,1.8,2.2,4.2
2019-01-18,236.4,193.9,209.8,117.9,426.0,40.3,27.9,36.7,5.0,82.2,269.1,183.4,360.8,11.3,18.3,169.9,169.4,182.5,71.6,321.5,8.2,106.1,24.1,89.1,175.9,0.8,2.5,32.5,2.5,5.8,1.6,2.3,4.3
2019-01-19,229.8,201.8,197.6,121.9,437.9,42.4,28.7,38.5,5.3,86.8,260.2,183.7,371.2,11.8,18.1,166.0,171.8,185.0,72.6,325.8,8.3,105.5,23.8,98.1,180.6,0.9,2.4,31.4,2.6,5.6,1.6,2.2,4.8
2019-01-20,195.0,192.3,197.6,121.7,428.3,42.4,28.1,40.4,5.1,90.0,273.8,189.3,362.4,11.8,17.7,153.9,152.0,184.7,72.4,325.4,8.3,106.7,25.0,96.5,178.9,0.9,2.1,33.0,2.6,5.6,1.7,2.2,5.5
2019-01-21,207.1,182.9,189.7,112.2,407.9,39.8,28.8,41.7,5.2,87.5,276.7,187.9,356.6,11.8,17.9,153.3,144.5,179.9,72.1,311.5,8.0,109.1,24.8,97.6,178.9,0.8,2.2,34.3,2.7,5.7,1.8,2.3,5.4
2019-01-22,218.9,178.2,191.9,108.0,417.1,38.8,26.5,42.5,5.1,90.2,263.5,188.2,330.8,8.2,16.3,152.6,150.3,157.5,65.5,295.3,7.6,111.0,23.8,97.2,173.0,0.6,2.3,33.3,2.5,5.7,1.8,2.4,4.9
2019-01-23,136.0,150.5,227.2,109.3,395.8,41.5,27.3,44.3,4.8,105.7,391.4,219.7,499.4,13.5,18.9,194.9,175.0,230.1,82.3,340.6,8.9,101.7,27.5,97.1,183.4,1.1,2.2,22.5,1.8,5.6,1.8,2.2,5.5
2019-01-24,132.5,154.7,231.6,111.9,410.9,41.8,27.6,43.9,5.0,105.9,385.3,219.7,508.9,13.5,18.8,193.7,177.3,214.8,79.5,332.7,9.1,105.0,25.9,98.0,175.5,1.2,2.3,21.3,2.5,5.6,1.6,2.2,4.5
2019-01-25,134.3,155.2,232.4,114.2,408.7,40.2,25.7,43.7,5.1,103.7,380.2,218.4,456.0,13.5,17.4,176.4,160.9,180.6,74.8,298.4,6.6,102.1,23.2,97.1,161.2,0.9,2.2,18.7,2.4,4.9,1.7,2.1,4.9
2019-01-26,135.9,143.2,229.6,112.7,373.4,35.5,26.2,43.1,4.7,105.8,380.6,219.8,485.9,13.5,18.1,172.4,165.2,209.6,80.7,330.0,7.4,100.1,25.0,87.7,169.5,1.2,2.2,22.3,2.4,5.6,1.6,2.2,5.4
2019-01-27,141.2,138.9,226.9,105.0,341.6,37.9,27.0,45.3,4.7,98.3,379.4,212.8,485.2,13.5,18.2,181.0,168.4,223.4,81.9,347.2,8.6,82.8,21.4,51.1,135.6,1.3,2.2,23.6,2.4,5.6,1.8,2.3,4.1
2019-01-28,144.5,148.6,222.4,100.5,393.3,41.8,26.9,46.2,4.4,94.8,377.9,210.0,485.1,11.6,18.3,189.4,168.8,224.5,80.8,346.6,8.8,80.4,18.7,55.8,103.6,1.1,2.0,18.7,2.3,4.7,1.5,2.0,2.4
2019-01-29,139.6,141.8,223.8,96.4,365.3,37.8,24.7,43.9,4.1,94.7,362.8,208.6,475.9,10.7,18.2,189.8,163.0,215.5,75.3,329.5,8.4,87.9,23.8,62.0,131.5,1.0,1.8,18.3,1.9,5.0,1.5,1.9,3.4
2019-01-30,60.0,66.5,131.8,41.8,220.4,16.8,12.7,45.3,2.2,71.9,203.5,150.4,348.4,6.9,1.6,160.4,206.5,215.7,67.8,242.7,4.0,65.3,21.9,80.1,125.7,1.1,1.8,20.0,2.4,3.4,1.6,1.9,3.4
2019-01-31,62.7,68.1,141.4,43.1,220.8,17.3,12.5,41.9,2.2,67.8,212.0,155.6,345.2,6.7,1.7,162.7,203.2,218.2,69.3,244.1,4.2,69.4,22.8,76.1,126.1,1.2,2.0,20.5,2.5,3.4,1.6,2.1,3.9
2019-02-01,62.7,68.1,141.4,43.1,220.8,17.3,12.5,41.9,2.2,67.8,212.0,155.6,345.2,6.7,1.7,162.7,203.2,218.2,69.3,244.1,4.2,69.4,22.8,76.1,126.1,1.2,2.0,20.5,2.5,3.4,1.6,2.1,3.9
2019-02-02,63.6,66.7,141.3,42.9,234.8,17.8,13.0,40.2,2.3,72.6,217.1,158.9,344.3,7.1,1.3,164.2,204.8,221.6,70.2,245.2,4.2,71.2,23.4,77.3,128.0,1.3,1.5,20.9,2.4,3.4,1.6,2.0,3.9
2019-02-03,63.5,66.8,145.1,44.9,241.2,18.2,12.6,43.5,2.2,73.4,221.5,162.7,353.3,7.2,1.7,163.7,200.5,220.7,70.3,243.9,4.2,77.4,23.0,73.2,127.6,1.1,1.5,20.9,2.4,3.4,1.6,2.0,3.8
2019-02-04,68.0,71.3,147.7,43.8,246.2,18.3,12.4,43.4,2.2,75.7,224.0,165.5,369.8,7.2,1.7,165.8,202.4,226.7,71.4,246.5,4.3,78.3,23.3,72.8,131.6,1.0,1.5,19.7,2.4,3.4,1.5,2.0,3.6
2019-02-05,72.1,70.3,149.0,43.5,241.2,18.9,13.3,43.2,2.2,75.4,229.7,165.4,376.0,7.2,1.8,165.2,194.0,226.2,71.4,250.2,4.3,76.1,24.0,70.7,136.8,1.3,1.4,19.5,2.3,3.6,1.5,2.1,2.6
2019-02-06,70.5,71.2,148.9,44.1,241.3,18.5,12.5,41.5,2.2,70.8,232.2,165.8,378.0,7.2,1.8,163.2,189.8,228.8,71.7,250.6,4.3,75.1,24.1,70.3,138.9,1.2,1.5,19.8,2.3,3.8,1.6,2.0,3.1
2019-02-07,92.0,96.2,175.3,60.3,260.1,24.6,17.0,41.3,2.9,67.4,215.2,154.6,305.6,10.1,11.4,152.8,144.5,128.2,64.6,201.2,5.5,79.7,24.3,76.6,115.4,0.7,2.2,21.5,2.5,5.5,1.7,2.4,4.2
2019-02-08,105.8,105.6,188.1,63.2,262.8,27.7,21.5,42.9,3.3,71.2,229.6,156.5,320.1,10.1,14.0,156.7,145.3,133.8,64.4,218.6,6.3,80.0,23.6,77.4,115.1,0.7,2.0,24.3,2.4,5.7,1.7,2.0,4.2
2019-02-09,110.1,116.2,201.3,68.4,268.2,30.9,25.2,43.3,3.6,74.0,234.9,166.0,350.4,10.1,15.3,149.8,145.8,136.9,63.5,221.8,6.0,79.4,22.7,80.1,117.4,0.9,2.0,25.3,2.5,5.8,1.8,2.0,4.0
2019-02-10,112.4,119.5,209.7,67.6,273.2,31.9,26.4,42.8,3.6,75.1,261.5,175.0,360.6,12.3,17.0,148.7,148.6,146.8,60.6,230.7,6.1,82.6,23.8,78.3,123.7,1.1,1.8,26.5,2.4,6.0,1.7,2.0,3.8
2019-02-11,111.3,122.5,210.8,69.0,276.9,33.3,27.1,44.2,3.6,74.3,282.1,180.7,362.2,12.3,17.2,153.8,150.8,121.0,62.3,245.8,6.4,82.7,24.4,83.3,124.9,1.2,2.1,25.9,2.4,5.8,1.6,2.3,4.1
2019-02-12,108.5,117.4,205.0,64.8,281.4,33.2,26.7,43.9,3.5,74.1,278.5,184.0,360.6,12.3,17.2,155.2,150.5,142.8,65.0,253.6,6.8,79.5,23.9,84.1,123.3,1.2,2.1,25.2,2.5,5.8,1.9,2.1,4.1
2019-02-13,98.8,104.3,202.4,61.2,268.8,30.3,24.9,42.2,3.1,74.4,261.9,181.7,357.5,12.3,17.2,157.5,147.6,141.7,60.3,243.0,6.3,77.9,23.6,84.0,116.8,1.1,1.9,24.5,2.6,5.9,1.7,2.3,4.1
2019-02-14,104.6,118.9,232.8,71.8,261.4,38.5,29.6,48.5,3.8,73.7,317.3,228.3,394.1,9.8,17.9,149.2,141.7,205.3,68.8,295.0,7.1,72.2,21.6,82.3,124.4,1.3,2.2,23.9,2.8,6.3,1.9,2.1,3.9
2019-02-15,109.7,125.6,236.7,71.7,264.7,38.6,30.2,48.9,3.8,75.1,322.3,233.3,399.5,11.5,18.2,148.1,157.0,204.5,70.1,297.2,7.3,72.6,23.9,80.3,125.4,1.5,2.1,23.6,2.5,6.3,1.8,2.2,3.6
2019-02-16,112.8,129.1,237.0,72.7,272.5,40.2,31.5,49.4,4.0,76.1,321.8,235.5,405.3,11.5,18.1,151.5,162.6,211.1,70.9,304.7,7.2,74.7,24.3,76.4,126.8,1.6,2.2,23.7,2.9,5.9,1.9,2.1,3.7
2019-02-17,110.7,126.4,235.2,71.6,272.5,40.5,30.9,47.3,3.9,78.4,326.9,237.0,403.4,11.5,18.1,150.5,166.8,213.0,70.8,301.5,7.2,73.6,25.0,75.6,128.6,1.5,2.2,23.5,2.9,6.2,1.9,2.2,3.7
2019-02-18,109.5,125.1,236.6,71.3,268.0,35.7,30.4,42.9,3.9,78.8,322.6,237.1,399.3,11.5,17.6,159.5,167.8,217.6,70.6,302.2,7.1,73.3,24.8,73.5,132.4,1.5,2.2,23.8,2.7,6.3,1.8,2.2,3.8
2019-02-19,106.7,127.3,234.3,69.2,270.0,39.6,29.8,49.4,3.6,78.1,319.9,238.5,403.5,11.5,17.9,160.8,169.7,212.9,70.2,294.6,6.6,74.1,24.4,74.4,127.1,1.4,2.2,23.9,2.8,6.2,1.9,2.2,4.3
2019-02-20,101.5,118.2,232.0,67.0,264.3,36.6,27.4,48.9,3.3,79.0,312.3,235.3,392.4,11.9,17.8,159.1,172.1,200.4,64.3,282.4,6.5,74.0,23.4,73.3,119.8,1.2,2.2,22.6,2.9,6.2,2.0,2.2,3.6
2019-02-21,155.9,165.3,248.1,111.8,428.2,45.0,28.9,46.7,5.2,94.3,385.7,224.0,509.5,12.4,14.6,197.0,176.0,194.9,85.6,345.5,9.2,105.3,28.2,96.5,185.5,1.3,2.2,25.2,2.5,4.7,1.5,2.2,5.0
2019-02-22,166.3,173.6,257.9,114.9,435.6,46.5,29.4,47.8,5.4,89.0,391.1,227.4,516.4,11.8,17.4,201.0,181.8,214.1,88.1,356.2,9.4,108.7,28.5,89.5,186.1,1.3,2.1,28.0,2.7,5.0,1.7,2.0,5.0
2019-02-23,175.9,179.3,256.2,121.6,444.4,46.3,29.2,47.2,5.6,85.0,389.9,226.3,515.8,12.3,16.7,197.1,186.6,206.3,79.6,345.2,8.9,107.7,28.2,86.6,198.1,1.1,2.2,28.6,2.8,5.3,1.8,2.1,5.6
2019-02-24,183.6,185.9,250.0,128.1,469.0,46.7,30.3,47.0,6.0,88.6,394.1,226.4,509.6,12.3,17.8,183.2,177.5,213.1,85.1,349.5,9.3,92.4,26.3,91.6,189.0,1.0,2.1,27.0,2.5,4.9,1.7,2.2,5.3
2019-02-25,188.8,189.1,255.7,131.6,445.2,47.8,30.5,47.4,6.2,86.2,392.8,226.6,505.9,12.3,16.5,196.3,181.2,212.7,84.1,343.0,9.2,80.5,24.8,96.6,175.9,1.2,2.1,26.7,2.4,4.9,1.7,2.1,4.8
2019-02-26,186.4,188.4,261.6,132.2,438.9,47.7,28.8,42.3,6.4,37.2,393.0,223.9,500.6,12.3,17.2,197.3,170.9,198.9,81.7,336.8,8.6,99.7,25.3,96.8,176.0,1.2,2.2,28.8,2.2,5.5,1.8,2.2,3.3
2019-02-27,186.9,182.0,260.2,132.7,439.0,43.0,27.0,46.8,6.0,88.5,376.2,215.2,489.6,12.3,16.3,194.2,167.0,184.8,77.6,313.7,8.2,88.8,25.1,85.8,153.4,0.9,2.0,29.8,2.3,5.9,1.7,2.5,4.4
2019-02-28,107.5,123.5,238.4,69.0,281.2,38.9,28.4,51.2,4.6,82.3,332.4,255.7,454.7,9.8,17.2,182.9,215.0,228.3,72.1,296.7,7.0,79.9,26.3,70.1,113.9,2.1,2.2,22.7,2.9,6.7,1.5,2.3,3.4
2019-03-01,107.5,123.5,238.4,69.0,281.2,38.9,28.4,51.2,4.6,82.3,332.4,255.7,454.7,9.8,17.2,182.9,215.0,228.3,72.1,296.7,7.0,79.9,26.3,70.1,113.9,2.1,2.2,22.7,2.9,6.7,1.5,2.3,3.4
2019-03-02,102.9,116.3,240.6,72.1,270.4,38.7,28.6,52.2,4.4,80.8,338.0,258.5,467.0,10.2,18.9,187.8,218.5,233.3,74.2,307.0,7.4,80.6,26.3,71.0,119.5,2.2,2.2,23.4,2.9,6.6,1.7,2.4,3.6
2019-03-03,104.2,123.1,240.9,71.8,271.8,38.5,29.2,48.4,4.3,80.8,330.5,259.6,461.9,10.2,18.8,191.0,219.7,235.8,75.0,302.4,7.9,76.8,24.2,71.5,114.1,2.2,2.1,23.2,2.6,6.6,1.7,2.2,4.2
2019-03-04,106.9,124.0,240.9,71.1,271.2,39.3,30.8,49.9,4.1,83.2,327.8,258.0,454.7,10.0,18.7,191.8,219.4,239.4,74.1,308.0,7.4,80.6,26.1,71.2,120.5,2.0,2.1,24.1,2.6,6.5,1.6,2.1,3.9
2019-03-05,111.2,125.6,243.6,73.0,282.1,39.6,31.8,51.3,4.4,81.9,330.4,262.8,448.3,9.2,18.4,190.0,224.4,240.7,75.0,314.3,7.4,78.9,25.6,70.1,118.9,2.0,2.5,22.0,2.6,6.4,1.8,2.1,3.9
2019-03-06,111.6,124.7,243.7,68.0,276.9,39.2,30.8,51.1,4.0,80.8,324.0,264.8,443.4,10.6,17.8,188.6,210.8,233.8,73.7,306.3,7.6,76.8,24.1,70.1,119.8,2.1,2.2,23.0,2.6,6.6,1.7,2.1,4.0
2019-03-07,106.1,116.3,242.5,67.3,276.8,36.3,27.7,49.5,3.7,81.6,316.4,265.1,435.6,9.1,17.8,182.7,204.6,217.7,67.0,282.7,6.7,78.0,24.7,75.1,111.4,1.9,2.2,21.6,2.6,6.7,1.7,2.2,3.6
2019-03-08,245.8,186.0,229.7,111.7,362.8,39.8,28.7,35.2,5.4,88.7,319.9,166.9,423.5,10.2,18.8,175.5,218.1,172.7,62.9,284.8,7.7,109.4,23.9,87.6,163.7,0.8,2.3,36.8,2.6,5.5,1.7,2.3,5.1
2019-03-09,256.7,204.4,232.4,121.6,405.5,43.6,29.4,40.8,6.1,87.7,313.0,169.2,429.0,10.2,18.8,184.6,225.4,182.3,63.4,302.4,8.2,111.8,24.8,88.5,167.1,0.9,2.3,37.0,2.6,5.2,1.7,2.3,5.6
2019-03-10,265.3,217.0,221.0,128.0,429.1,45.7,30.0,41.6,6.5,93.2,302.4,175.4,439.3,11.1,18.8,187.2,235.2,186.2,61.7,312.0,8.4,115.4,25.3,84.8,170.3,0.9,2.2,33.8,2.4,5.7,1.6,2.4,5.3
2019-03-11,266.5,214.8,217.3,132.7,430.6,44.2,30.7,42.1,6.0,96.3,305.7,182.6,449.4,11.3,19.1,194.8,241.7,191.8,65.6,310.8,8.6,117.8,24.9,89.2,173.5,1.0,2.2,37.2,2.5,5.6,1.8,2.4,5.4
2019-03-12,257.9,214.0,212.7,132.6,431.3,44.3,29.8,39.7,6.1,96.4,316.9,185.6,431.4,11.4,19.0,190.4,239.4,192.7,65.6,307.0,8.5,117.6,27.8,94.8,178.5,1.0,2.3,36.4,2.7,5.3,1.8,2.2,6.0
2019-03-13,260.3,218.3,214.6,129.7,439.7,43.4,31.5,41.7,6.2,97.0,323.9,186.8,402.8,11.4,18.4,182.7,205.2,184.8,66.1,303.6,8.4,117.6,27.0,95.7,177.2,0.9,2.4,34.9,2.5,5.4,1.8,2.1,4.7
2019-03-14,233.4,194.6,203.9,113.9,409.2,34.9,27.7,37.9,5.3,95.7,300.1,184.0,374.7,9.7,17.9,167.9,170.6,172.1,60.2,278.7,7.4,117.9,25.9,96.9,165.2,0.6,2.1,35.2,2.4,5.2,1.7,2.1,4.7
2019-03-15,87.5,87.9,164.0,57.8,235.1,19.2,13.6,41.8,2.7,67.7,277.2,175.7,404.6,8.7,4.0,148.6,140.0,196.3,63.9,228.7,4.5,67.3,20.4,59.5,98.4,1.1,1.4,19.1,1.9,4.3,1.5,2.0,2.8
2019-03-16,81.5,86.6,165.4,51.2,222.1,20.1,14.0,40.8,2.6,64.1,286.2,168.3,405.7,9.7,4.7,150.9,137.0,201.7,66.2,230.9,5.2,71.9,20.4,63.0,97.7,1.4,2.0,19.6,2.3,4.1,1.6,2.0,3.4
2019-03-17,89.6,93.4,180.1,58.4,249.0,21.6,14.7,41.5,2.6,67.5,291.0,182.2,408.1,9.3,5.1,155.8,131.8,206.8,68.5,236.3,5.4,67.1,20.3,66.1,91.6,1.3,1.5,19.9,2.1,4.2,1.4,2.1,3.4
2019-03-18,96.5,102.4,188.8,63.0,276.4,22.6,15.6,41.8,2.8,68.2,294.3,186.1,408.8,10.0,5.4,142.2,130.5,184.0,65.4,221.8,5.4,74.1,21.4,65.5,97.1,1.3,1.5,19.8,2.1,4.1,1.4,2.0,3.4
2019-03-19,103.4,108.4,190.9,66.1,287.7,22.4,16.1,41.2,3.0,70.9,296.2,189.2,405.1,10.1,5.7,151.3,140.2,189.7,67.7,228.8,5.7,83.8,22.5,67.5,106.8,1.3,1.4,21.5,2.2,4.4,1.4,1.8,3.1
2019-03-20,109.0,114.4,198.4,69.6,268.6,21.7,15.9,41.4,3.1,73.0,292.6,186.9,400.2,9.1,5.3,151.8,133.8,189.7,67.5,234.4,5.4,70.2,21.8,67.4,101.9,1.0,1.5,21.8,2.2,4.2,1.4,1.9,3.7
2019-03-21,109.0,112.5,206.6,68.3,287.1,23.3,16.7,38.3,3.2,74.7,295.5,193.3,409.9,9.7,5.8,157.9,137.0,187.9,70.5,245.3,6.2,71.3,22.0,70.2,95.6,1.3,1.7,21.7,2.0,4.0,1.4,1.8,4.5
2019-03-22,101.7,114.5,216.7,62.5,260.8,33.1,27.9,44.5,3.2,71.6,334.9,248.2,438.0,12.3,18.3,169.5,178.7,196.3,72.0,269.1,6.8,66.6,24.4,72.1,107.5,1.5,2.2,22.6,2.5,5.9,1.7,2.1,3.5
2019-03-23,100.3,114.2,214.5,63.5,258.2,34.1,28.4,44.2,3.4,72.8,339.2,250.9,442.3,12.3,18.5,169.5,180.8,182.1,73.0,280.8,7.0,68.3,24.7,74.4,110.8,1.6,2.1,22.7,2.4,5.7,1.7,2.1,3.4
2019-03-24,98.0,108.2,218.6,62.6,258.4,34.6,28.6,40.1,3.5,71.5,336.5,253.4,441.0,12.3,18.6,169.9,170.8,185.8,73.5,280.3,7.2,68.7,24.2,73.8,113.4,1.6,2.0,23.3,2.6,5.8,1.8,2.2,3.6
2019-03-25,99.4,100.3,213.0,62.4,238.2,30.2,28.2,37.9,3.5,71.4,334.7,252.8,443.7,12.5,17.7,168.6,169.0,190.8,73.8,265.8,7.1,69.3,24.1,74.5,113.0,1.6,2.1,23.1,2.6,5.5,1.8,2.2,3.6
2019-03-26,102.8,109.9,212.3,63.5,236.2,34.2,29.2,44.3,3.5,71.9,336.7,250.3,443.7,12.9,18.4,167.7,168.6,195.3,74.2,264.7,7.3,69.0,24.3,74.9,114.1,1.5,2.1,22.9,2.4,5.5,1.8,2.2,3.9
2019-03-27,101.4,108.5,213.3,60.4,240.5,34.2,29.1,44.1,3.3,71.7,333.5,250.7,445.0,12.9,18.3,170.0,167.3,190.9,72.0,250.0,6.9,69.0,24.5,77.5,115.6,1.4,2.2,23.0,2.5,6.0,1.8,2.2,3.4
2019-03-28,92.9,97.7,210.3,57.2,232.6,30.9,25.8,43.8,3.1,70.5,318.3,246.0,424.4,12.9,17.7,151.7,159.2,162.3,64.2,211.8,5.8,66.8,23.6,83.8,102.1,1.2,2.1,20.4,2.6,5.9,1.8,2.1,3.4
2019-03-29,118.3,117.7,209.5,61.7,291.7,35.2,26.9,45.8,3.1,94.2,351.5,199.3,471.3,12.4,18.3,197.7,223.9,252.5,84.7,345.9,8.5,79.5,24.7,87.1,152.1,1.3,2.0,24.8,2.1,5.7,1.7,2.7,3.9
2019-03-30,123.5,123.4,216.3,64.3,279.4,35.2,26.2,45.1,3.1,96.0,355.6,200.8,484.0,12.4,18.2,197.6,229.2,273.3,86.3,341.9,8.4,62.1,23.1,98.4,145.2,1.5,2.2,23.2,2.3,5.5,1.9,2.7,3.8
2019-03-31,126.9,124.6,215.4,65.9,297.6,35.8,26.7,46.1,3.2,98.1,357.6,203.1,489.6,12.4,18.4,198.1,226.8,256.3,86.4,350.1,8.4,72.8,23.9,98.7,145.8,1.5,2.0,22.7,2.4,5.6,1.9,2.1,3.8
2019-04-01,126.9,124.6,215.4,65.9,297.6,35.8,26.7,46.1,3.2,98.1,357.6,203.1,489.6,12.4,18.4,198.1,226.8,256.3,86.4,350.1,8.4,72.8,23.9,98.7,145.8,1.5,2.0,22.7,2.4,5.6,1.9,2.1,3.8
2019-04-02,129.8,126.3,214.8,67.4,308.6,24.0,25.5,44.4,3.2,97.2,364.6,204.8,487.7,12.4,18.5,198.8,225.6,254.3,86.7,346.0,8.5,78.7,23.8,90.5,160.1,1.4,2.1,24.6,2.5,5.7,1.9,2.2,3.9
2019-04-03,131.5,129.4,222.9,71.8,317.9,36.9,25.6,36.0,3.4,97.6,366.5,205.8,483.3,12.4,18.3,199.6,227.8,255.8,86.5,351.1,8.4,81.5,23.8,90.8,172.7,1.3,2.3,25.8,2.4,6.0,1.6,2.1,4.1
2019-04-04,130.8,127.6,220.4,73.9,320.0,36.8,25.1,41.9,3.4,102.9,366.4,208.4,484.0,12.4,18.3,200.4,229.1,253.5,85.9,349.3,8.4,84.1,23.8,91.3,164.2,1.3,2.3,25.6,2.5,5.6,1.6,2.3,4.2
2019-04-05,121.4,113.9,217.5,69.1,292.2,34.1,23.1,41.6,3.0,97.8,350.5,202.5,462.0,12.4,17.7,196.7,219.1,232.7,79.3,327.0,7.8,85.1,24.0,83.1,158.4,0.8,1.8,15.2,2.0,5.4,1.4,1.8,3.8
2019-04-06,101.8,117.4,232.4,61.4,261.4,35.9,28.6,46.7,3.3,82.4,326.2,226.5,439.4,10.9,18.2,190.1,217.3,235.1,75.2,318.5,7.6,72.5,17.4,76.4,111.8,1.2,1.9,23.7,2.7,6.5,1.9,2.1,3.7
2019-04-07,100.3,117.4,228.8,64.1,259.6,36.2,29.8,47.3,3.3,89.8,319.2,223.9,433.9,10.9,18.4,194.2,218.5,234.5,77.1,327.6,7.7,73.0,21.1,75.0,112.5,1.3,2.2,22.8,2.1,6.6,1.7,2.1,2.9
2019-04-08,101.6,117.2,222.5,66.1,241.9,37.0,30.8,48.2,3.5,92.1,314.6,212.0,432.9,10.9,18.5,199.6,219.5,237.7,78.2,332.8,7.9,62.3,21.1,77.4,109.7,1.6,2.2,22.4,2.7,6.4,1.7,2.1,3.5
2019-04-09,101.6,117.2,222.5,66.1,241.9,37.0,30.8,48.2,3.5,92.1,314.6,212.0,432.9,10.9,18.5,196.8,215.5,246.3,77.8,335.5,8.1,63.8,20.7,75.9,109.3,1.2,2.3,19.8,2.7,6.6,1.8,2.0,2.8
2019-04-10,106.8,123.7,231.3,65.4,268.0,37.0,29.5,50.5,3.4,92.3,322.6,222.6,420.9,9.7,17.7,192.9,218.9,251.6,77.0,340.9,8.1,69.1,21.0,75.3,115.4,1.4,2.1,22.9,2.5,6.7,1.8,2.1,3.4
