Field,series,Mean,Median,Min,Max,Variance,P2P_amplitude,Trend_slope,Spectral_centroid,Spectral_rolloff,Spectral_entropy,Strength_of_trend,Mean_crossing_rate,Median_crossing_rate,is_stationary
,power_comsumption_india_2,217.7032967032967,223.1,105.8,278.0,794.8123517691106,172.2,0.0257906228267373,0.0584529659039169,0.3351648351648352,0.6813337292287721,1.9325496821145889,0.1267217630853994,0.1349862258953168,True
,power_comsumption_india_3,82.12445054945054,72.6,41.8,139.1,598.1740999728296,97.3,-0.0120287309203871,0.0968791442798647,0.4093406593406594,0.6928693244406736,1.6835411328941825,0.0991735537190082,0.1212121212121212,True
,power_comsumption_india_4,313.8565934065934,289.25,186.8,469.0,4339.15514883468,282.2,-0.012140686212915,0.0885178558523348,0.3873626373626374,0.688559280336085,1.5717379839778598,0.1046831955922865,0.1542699724517906,True
,power_comsumption_india_5,35.971978021978025,36.9,16.8,53.2,46.2422367467697,36.400000000000006,0.0012194530251815,0.082421496789262,0.3956043956043956,0.7137442881429147,1.6423041264879132,0.18732782369146,0.1707988980716253,True
,power_comsumption_india_6,26.451648351648355,27.95,11.8,34.0,24.566178601618155,22.2,0.0020993950010139,0.0892581472637289,0.4148351648351648,0.7490951497621939,1.4571471957184547,0.209366391184573,0.2314049586776859,True
,power_comsumption_india_7,44.363461538461536,43.9,30.1,54.1,19.575285819949272,24.0,-0.0009500710995106,0.0751662753551413,0.3983516483516484,0.7736695113923038,1.2124499012872538,0.1900826446280991,0.2176308539944903,True
,power_comsumption_india_8,4.110164835164835,3.8,2.2,6.8,1.2128911816205774,4.6,-0.0002704518395676,0.0931163938855386,0.4120879120879121,0.7184515791431192,1.6568558257040225,0.1267217630853994,0.1432506887052341,True
,power_comsumption_india_9,84.13406593406592,83.15,37.2,111.6,104.35356478686144,74.39999999999999,0.0047072230384807,0.0741411339190003,0.3818681318681319,0.7537499439459476,1.3995774024888965,0.140495867768595,0.1515151515151515,True
,power_comsumption_india_10,321.2258241758242,324.4,192.3,398.0,1583.4403770679862,205.7,0.0417535391134397,0.06603038856382,0.3626373626373627,0.7437145398962736,1.6159140279358786,0.1542699724517906,0.1542699724517906,True
,power_comsumption_india_11,208.6813186813187,209.8,131.8,272.3,983.6475630962432,140.5,0.0349948930272715,0.0702471231608168,0.3708791208791209,0.6951648346241793,1.7464980901548497,0.1019283746556473,0.1019283746556473,True
,power_comsumption_india_12,431.6733516483517,431.0,305.6,522.1,1863.094152502716,216.5,0.063827865783034,0.0579134944839021,0.3461538461538462,0.7355243339066436,1.599027789028622,0.1322314049586777,0.1460055096418732,True
,power_comsumption_india_13,11.14478021978022,11.5,6.2,14.0,2.4239013253230306,7.8,-0.000431337031586,0.0787438106144329,0.3928571428571429,0.7614350304868495,1.4226422689555132,0.1597796143250688,0.1845730027548209,True
,power_comsumption_india_14,16.298351648351648,18.2,1.3,19.4,22.30856871150826,18.1,0.0012905152133047,0.0937617325831818,0.4065934065934066,0.7203512019129474,1.712168867725012,0.0826446280991735,0.2947658402203856,True
,power_comsumption_india_15,175.85824175824175,174.1,142.2,205.1,262.8728716338605,62.900000000000006,0.0241873195297852,0.0515542907223858,0.3296703296703297,0.6870721617331621,1.7753835042272577,0.1184573002754821,0.1074380165289256,True
,power_comsumption_india_16,188.44697802197803,183.4,130.5,256.2,892.711666691824,125.7,0.0213745532176415,0.0710430677753059,0.3681318681318681,0.6999664386718512,1.7384117057700452,0.0881542699724518,0.1046831955922865,True
,power_comsumption_india_17,204.10824175824172,206.45,121.0,273.3,921.5945474580352,152.3,0.0235404694931468,0.0754320836443835,0.3736263736263736,0.7125992529267278,1.5361115738076734,0.1515151515151515,0.1597796143250688,True
,power_comsumption_india_18,71.87802197802198,71.3,55.0,89.4,46.04858290061589,34.400000000000006,-0.0031244720410349,0.0648965313074873,0.3708791208791209,0.7502661766059049,1.4250321125985124,0.1680440771349862,0.1845730027548209,True
,power_comsumption_india_19,297.4126373626374,298.65,195.7,365.3,1255.24956557179,169.60000000000002,0.0194080887978767,0.0666326017971179,0.3708791208791209,0.6992409805317148,1.6261090717960442,0.1515151515151515,0.1515151515151515,True
,power_comsumption_india_20,7.386263736263736,7.45,4.0,9.7,1.374756370003623,5.699999999999999,0.0009157716505163,0.0801977343394633,0.3928571428571429,0.7026158044395348,1.5484390579299454,0.1900826446280991,0.2231404958677686,True
,power_comsumption_india_21,83.7065934065934,78.95,43.5,117.9,219.69720927424223,74.4,0.0030140469741964,0.0899320831463366,0.3956043956043956,0.7345962121259165,1.3973702415148357,0.140495867768595,0.1432506887052341,True
,power_comsumption_india_22,23.99972527472528,24.05,17.4,28.9,3.7496427816688858,11.5,0.0006841601735748,0.0729704997995401,0.3818681318681319,0.8581782473551712,1.0612422789942246,0.2754820936639118,0.2865013774104683,True
,power_comsumption_india_23,80.79285714285714,80.05,51.1,109.6,120.43126766091048,58.49999999999999,0.0050203594661874,0.0798467345063251,0.3763736263736264,0.7634068808056813,1.383549482278736,0.162534435261708,0.1735537190082644,True
,power_comsumption_india_24,139.23159340659342,131.64999999999998,51.5,198.1,795.555842516,146.6,0.0114776008549359,0.0902973716914865,0.4038461538461538,0.7256045366847992,1.5233822600150235,0.140495867768595,0.1294765840220385,True
,power_comsumption_india_25,1.3013736263736264,1.2,0.5,2.8,0.140080530733003,2.3,0.0001276058934838,0.1096996694912864,0.4230769230769231,0.7108924649480847,1.4319862101802563,0.1790633608815427,0.3278236914600551,True
,power_comsumption_india_26,2.1046703296703297,2.1,1.1,2.6,0.0508298363724189,1.5,8.59663375230118e-06,0.0800652606339659,0.3983516483516484,0.8168254092392668,1.1643469163480422,0.2892561983471074,0.4077134986225895,True
,power_comsumption_india_27,25.056043956043958,23.55,14.8,38.0,23.479221712353603,23.2,-0.0001248813453047,0.0923163752958401,0.4038461538461538,0.7469882904341729,1.4400625278217687,0.1239669421487603,0.2121212121212121,True
,power_comsumption_india_28,2.4945054945054945,2.5,1.5,3.2,0.0551895906291509,1.7000000000000002,-6.155737164454375e-05,0.0854875791154626,0.4230769230769231,0.8295265185193365,1.0089483158210586,0.3140495867768595,0.4600550964187327,True
,power_comsumption_india_29,5.626648351648352,5.7,3.4,6.8,0.5115151400797017,3.4,0.00038115060531,0.0686752893827012,0.3736263736263736,0.730643302501084,1.572606454262904,0.18732782369146,0.2451790633608815,True
,power_comsumption_india_30,1.714010989010989,1.7,1.3,2.2,0.0203806152638569,0.9000000000000001,-8.082826264644183e-05,0.0821797062668074,0.4148351648351648,0.873404686525087,0.9362501961196836,0.3223140495867768,0.4820936639118457,True
,power_comsumption_india_31,2.1659340659340662,2.2,1.4,2.7,0.0220812703779737,1.3000000000000005,-6.835008080338427e-05,0.0709462770438274,0.3928571428571429,0.8535245241303469,0.9862796820972148,0.3636363636363636,0.4903581267217631,True
,power_comsumption_india_32,4.135714285714286,3.9,2.4,6.6,0.5703178963893245,4.199999999999999,5.195302829175883e-05,0.1033125829322046,0.4258241758241758,0.7869885079514349,1.2139863865175322,0.1845730027548209,0.2727272727272727,True
,power_consumption_data_0,18.81002396214896,18.78,3.247,40.01,33.819114014689035,36.763,0.0001087733213824,0.0403830998256221,0.2454021672771672,0.1841343190526364,25.5575456629548,0.0077840312887532,0.0081274444338452,False
,power_consumption_data_1,68.25951846764346,69.86,11.34,94.8,241.8344976656961,83.46,-2.242385203816117e-05,0.0488965253055807,0.278731684981685,0.477615281465254,12.714573968188994,0.0204140036249165,0.0211199084231613,False
,power_consumption_data_2,1.9594888583638583,0.086,0.05,6.483,5.517047221372324,6.433,2.7995648633947787e-05,0.0712120833064846,0.3482142857142857,0.3952012552393353,12.432699058699974,0.002480206047887,0.0759896976056472,False
,power_consumption_data_3,182.6966137629732,5.0355,0.004,1163.0,69906.53376101193,1162.996,-0.0003237334027843,0.1272636937307723,0.4294871794871794,0.24203360456261,5.76311134941048,0.0270151674139082,0.0140417819326528,False
,power_consumption_data_4,75.02802192078755,4.456,0.011,936.0,15428.06558891053,935.989,-0.001082060062582,0.1105719296953015,0.4070322039072039,0.4899267979935479,4.11798799120802,0.0289611752360965,0.0140417819326528,False
,power_consumption_data_5,32344.970563585928,32265.92034,13895.6962,52204.39512,50843952.45519341,38308.69892,-0.0009000155849638,0.0583331479587866,0.3177464896214896,0.2032331901196267,11.279844777096551,0.0220356768100734,0.0220547553181341,False
,power_consumption_data_6,21042.50908232164,20823.168405,8560.081466,37408.86076,27054731.26359259,28848.779294000004,0.1117909666556746,0.0559799108600418,0.3222870879120879,0.2467160024105384,12.510602824147185,0.0224554039874081,0.0219593627778307,False
,power_consumption_data_7,17835.4062183767,16415.11747,5935.17407,47598.32636,43852233.96646696,41663.15229,-0.1023780194993903,0.0542985665488967,0.3073679792429792,0.2236658732469961,15.30338485516318,0.0161213393112658,0.0195554707621863,False
,room_occupancy_data_0,20.986917134669707,20.8233333333333,19.0,24.4083333333333,1.2335064848299335,5.4083333333333,-2.5355915804195235e-05,0.0158125669565395,0.0939272679301701,0.2832553466189327,34.98652163710035,0.0056288478452066,0.0079595426561125,False
,room_occupancy_data_1,28.277854333791915,27.7,16.745,39.5,27.757127575692188,22.755,0.0003936211146967,0.026966780676237,0.2388197528692669,0.2346721847461002,45.17805322705442,0.0043095866314863,0.0063764291996481,False
,room_occupancy_data_2,167.6768898632845,0.0,0.0,1697.25,54742.59768109478,1697.25,-0.0045888768987004,0.0745626901944708,0.3445319027307506,0.3562474324587358,11.155654710182365,0.004485488126649,0.001759014951627,False
,room_occupancy_data_3,708.7532368639818,586.666666666667,412.75,2076.5,92062.74343037212,1663.75,0.0113043064648384,0.0637263778332029,0.3637482960291983,0.337315972924051,18.0130716462373,0.0035180299032541,0.0040897097625329,False
,room_occupancy_data_4,0.0043469067250197,0.0043977581920906,0.002674126913904,0.0064760132367102,6.741661216186914e-07,0.0038018863228062,5.298011225198081e-08,0.0287786933557074,0.2553537663251396,0.2603415279738195,40.77476988219264,0.0064643799472295,0.0053210202286719,False
,room_occupancy_data_5,0.3047799129325887,0.0,0.0,1.0,0.2118891176053594,1.0,-6.626638480339128e-06,0.1064174100817489,0.4201662196033595,0.3999036600533802,6.501253944518899,0.0050131926121372,0.0050131926121372,False
,taxi_data_0,15137.56937984496,16778.0,8.0,39197.0,48151935.73278343,39189.0,-0.0421453424528676,0.0787831410671484,0.3572674418604651,0.3261822471812366,4.126675055701509,0.0772361662951836,0.1024324062409148,False
,torque_characteristics_0,2.91946996875,2.890625,-1.5,7.25,3.973483467291928,8.75,2.7746055667318845e-06,0.0986968141609471,0.3251779999999999,0.0498636837853544,11.32207705546234,0.016024032048064,0.0189800379600759,False
,torque_characteristics_1,1.17760584375,1.15625,-3.234375,5.5625,3.801379388386132,8.796875,-2.0720710672357906e-07,0.1014651625236151,0.3273979999999999,0.0505022030420667,10.947769545953737,0.0183760367520735,0.0220500441000882,False
,torque_characteristics_2,1.86917409375,1.875,-2.75,6.390625,3.815709697977388,9.140625,-3.2938316077489445e-06,0.1004444471252468,0.326034,0.0520871388106882,10.6889150162014,0.017772035544071,0.021252042504085,False
,torque_characteristics_3,-0.6146419846647401,-0.6145833,-87.5,85.46877,42.64680299656565,172.96877,-2.406038713062044e-06,0.1445691260362645,0.3508239999999999,0.5127557632789042,1.339041728723935,0.059260118520237,0.0613281226562453,False
,torque_characteristics_4,-0.3730911280670398,-0.375,-84.07294,82.66666,44.10834731023035,166.7396,-6.573143692707259e-07,0.143840095090238,0.350166,0.514006410651459,1.3441044464281326,0.0533921067842135,0.0591921183842367,False
,torque_characteristics_5,0.9877331123958198,0.9479167,-81.77087,88.35416,44.12532810770687,170.12502999999998,3.0633530699706228e-06,0.143948861140069,0.350388,0.517973741097619,1.3426802862555032,0.0396520793041586,0.0439660879321758,False
,torque_characteristics_6,294.0662927996,294.0674,292.7666,295.3419,0.1170322616153209,2.575300000000027,-5.1804817236129e-10,0.0004057360216375,0.0,0.3070476048534701,41.11885756345615,0.0085600171200342,0.008750017500035,False
,torque_characteristics_7,-0.0259323404993409,0.01728939,-3.141586,3.141585,3.269268371117905,6.283171,1.4637570526520895e-06,0.0527296581023766,0.332304,0.1354264613045364,117.48185498365396,1.2000024000048e-05,1.2000024000048e-05,False
,traffic_0,45.05290570175438,40.0,5.0,156.0,529.3476669954912,151.0,0.0038097546911437,0.1183649114364649,0.4327713815789473,0.3409446768394348,3.676413855762815,0.0720307038585429,0.0951271331642793,True
,traffic_1,14.253220942982455,13.0,1.0,48.0,54.77558584263159,47.0,0.0011630210418028,0.1652976362835931,0.4587445175438596,0.4050781737907872,2.4899141182571816,0.1263107394969501,0.1770269344116236,False
,traffic_2,13.694010416666666,11.0,1.0,180.0,108.90273824769534,179.0,0.0007725622288921,0.1524029455791927,0.44140625,0.6575051190340429,1.7883151796817385,0.1294633678294839,0.1823726954972243,False
,US_energy_generation_data_0,542.0627450980393,536.0,412.0,725.0,3354.341161091888,313.0,-0.2126874421028238,0.0648243882453455,0.3725490196078431,0.5894543067822182,1.2005255484261856,0.2401574803149606,0.2559055118110236,False
,US_energy_generation_data_1,6767.61568627451,6565.0,3224.0,10857.0,2082330.8875970785,7633.0,-3.6133735236220255,0.0698876098922086,0.3647058823529411,0.5370159010557503,1.6226768197909207,0.1653543307086614,0.2007874015748031,False
,US_energy_generation_data_2,2870.447058823529,2980.0,757.0,4822.0,766363.2746482125,4065.0,-8.886310213061597,0.0891822338357925,0.4078431372549019,0.4646252337857105,1.816556892617204,0.1299212598425196,0.1732283464566929,False
,US_energy_generation_data_3,49.4078431372549,45.0,32.0,83.0,175.2611149557863,51.0,0.0990193666049097,0.089058710536027,0.4156862745098039,0.5076714803926604,1.602213700218554,0.1732283464566929,0.2007874015748031,False
,US_energy_generation_data_4,429.0509803921569,430.0,280.0,541.0,2017.6875970780457,261.0,-0.061630094951365,0.0716156411702729,0.4078431372549019,0.7596188725808114,1.0842828282746448,0.3070866141732283,0.3149606299212598,False
